global_index,original_excel_row,ma_phong_ban_1,ten_phong_ban_1,kinh_do_1,vi_do_1,ma_phong_ban_2,ten_phong_ban_2,kinh_do_2,vi_do_2,khoang_cach_chim_bay,tinh_thanh,PART_ID,row_in_part,Khoảng cách đường bộ,Khoảng cách đường bộ km,thời gian,source_output_file,source_kind,crawl_status,directed_pair_key_by_code,undirected_pair_key_by_code,directed_pair_key_by_coord,undirected_pair_key_by_coord,matched_by,old_distance_km,new_distance_km,old_duration,new_duration,old_ratio_to_air,new_ratio_to_air,distance_diff_km,distance_abs_diff_km,distance_change_pct,compare_status,recrawl_priority,recrawl_group,pair_key,recrawl_batch
18282,18284,34000000,CN Hải Dương,106.3304357,20.9404918,34031000,PGD Trần Hưng Đạo,106.3328297,20.9392325,0.2853414857509707,TP. Hải Phòng,183,82,"1 hr 10 min
44.9 km",44.9,1 hr 10 min,part/output_part_183/ket_qua_tu_0_den_99.xlsx,original_output,ok,34000000__34031000,34000000__34031000,"20.94049,106.33044__20.93923,106.33283","20.93923,106.33283__20.94049,106.33044",directed_pair_key_by_code,0.3,44.9,,1 hr 10 min,,157.3553,44.6,44.6,148.6667,SUSPECT_CHANGED,HIGH,HIGH,34000000__34031000,batch_02
855,857,28930000,PGD Nguyễn Gia Thiều,106.0658495,21.180873,28931000,PGD Nhân Trung,106.098373,21.27475,10.96949153116416,Bắc Ninh,9,55,"19 min
12.2 km",12.2,19 min,part/output_part_09/ket_qua_tu_0_den_99.xlsx,original_output,ok,28930000__28931000,28930000__28931000,"21.18087,106.06585__21.27475,106.09837","21.18087,106.06585__21.27475,106.09837",directed_pair_key_by_code,0.75,12.2,,19 min,,1.1122,11.45,11.45,15.2667,SUSPECT_CHANGED,HIGH,HIGH,28930000__28931000,batch_02
28990,28992,17230000,PGD Chợ Mới,105.780785,21.881716,22038000,PGD Phú Lương,105.7056806,21.7280313,18.76576177656483,Thái Nguyên,290,90,"31 min
24.3 km",24.3,31 min,part/output_part_290/ket_qua_tu_0_den_99.xlsx,original_output,ok,17230000__22038000,17230000__22038000,"21.88172,105.78078__21.72803,105.70568","21.72803,105.70568__21.88172,105.78078",directed_pair_key_by_code,117.0,24.3,,31 min,,1.2949,-92.7,92.7,0.7923,SUSPECT_CHANGED,HIGH,HIGH,17230000__22038000,batch_02
28221,28223,48000000,CN Đà Nẵng,108.2112235,16.06009,48030000,PGD Hải Châu,108.2221862,16.055051,1.298544163409054,TP. Đà Nẵng,283,21,"5 分
3.4 km",3.4,5 分,part/output_part_283/ket_qua_tu_0_den_99.xlsx,original_output,ok,48000000__48030000,48000000__48030000,"16.06009,108.21122__16.05505,108.22219","16.05505,108.22219__16.06009,108.21122",directed_pair_key_by_code,2.1,3.4,,5 分,,2.6183,1.3,1.3,0.619,SUSPECT_CHANGED,HIGH,HIGH,48000000__48030000,batch_02
2446,2448,44042000,PGD Diễn Thịnh,105.6015475,18.9598055,44431000,PGD Diễn Châu,105.597733,18.976027,1.847814067768521,Nghệ An,25,46,"6 min
3.3 km",3.3,6 min,part/output_part_25/ket_qua_tu_0_den_99.xlsx,original_output,ok,44042000__44431000,44042000__44431000,"18.95981,105.60155__18.97603,105.59773","18.95981,105.60155__18.97603,105.59773",directed_pair_key_by_code,2.4,3.3,,6 min,,1.7859,0.9,0.9,0.375,SUSPECT_CHANGED,HIGH,HIGH,44042000__44431000,batch_02
69,71,74032000,PGD Chợ Mới,105.4022986,10.5493152,74033000,PGD Châu Thành,105.3770658,10.4448318,11.9410998599295,An Giang,1,69,"1 hr 12 min
31.7 km",31.7,1 hr 12 min,part/output_part_01/ket_qua_tu_0_den_99.xlsx,original_output,ok,74032000__74033000,74032000__74033000,"10.54932,105.40230__10.44483,105.37707","10.44483,105.37707__10.54932,105.40230",directed_pair_key_by_code,23.2,31.7,,1 hr 12 min,,2.6547,8.5,8.5,0.3664,SUSPECT_CHANGED,HIGH,HIGH,74032000__74033000,batch_02
1250,1252,54232000,PGD Phù Mỹ,109.0509973,14.173777,54235000,PGD Bình Khê,108.9247222,13.9050556,32.83893608215514,Gia Lai,13,50,"1 hr 1 min
49.1 km",49.1,1 hr 1 min,part/output_part_13/ket_qua_tu_0_den_99.xlsx,original_output,ok,54232000__54235000,54232000__54235000,"14.17378,109.05100__13.90506,108.92472","13.90506,108.92472__14.17378,109.05100",directed_pair_key_by_code,39.9,49.1,,1 hr 1 min,,1.4952,9.2,9.2,0.2306,WATCH_CHANGED,MEDIUM,MEDIUM,54232000__54235000,batch_02
1700,1702,58031000,PGD Cam Ranh,109.1416327,11.9168793,58034000,PGD Bắc Nha Trang,109.1942858,12.2807545,40.86410977456494,Khánh Hoà,18,0,"1 hr 7 min
58.6 km",58.6,1 hr 7 min,part/output_part_18/ket_qua_tu_0_den_99.xlsx,original_output,ok,58031000__58034000,58031000__58034000,"11.91688,109.14163__12.28075,109.19429","11.91688,109.14163__12.28075,109.19429",directed_pair_key_by_code,72.0,58.6,,1 hr 7 min,,1.434,-13.4,13.4,0.1861,WATCH_CHANGED,MEDIUM,MEDIUM,58031000__58034000,batch_02
20840,20842,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,90030000,PGD Bến Thành,106.6975114,10.7719804,0.6609033544341025,TP. Hồ Chí Minh,209,40,"1 hr 33 min
93.3 km",93.3,1 hr 33 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__90030000,90000000__90030000,"10.77051,106.70337__10.77198,106.69751","10.77051,106.70337__10.77198,106.69751",directed_pair_key_by_code,0.95,93.3,,1 hr 33 min,,141.1704,92.35,92.35,97.2105,SUSPECT_CHANGED,HIGH,HIGH,90000000__90030000,batch_02
15890,15892,14600000,CN Tây Hà Nội,105.7733339,21.0376276,14630000,PGD Trung Hoà,105.7743892,21.0421264,0.5120930770179654,TP. Hà Nội,159,90,"1 hr 2 min
35.9 km",35.9,1 hr 2 min,part/output_part_159/ket_qua_tu_0_den_99.xlsx,original_output,ok,14600000__14630000,14600000__14630000,"21.03763,105.77333__21.04213,105.77439","21.03763,105.77333__21.04213,105.77439",directed_pair_key_by_code,0.9,35.9,,1 hr 2 min,,70.1044,35.0,35.0,38.8889,SUSPECT_CHANGED,HIGH,HIGH,14600000__14630000,batch_02
3230,3232,38435000,PGD Trần Hưng Đạo,105.922076,20.5352119,40230000,Địa điểm kinh doanh PGD Hoa Lư,105.9543854,20.2961541,26.79443931729225,Ninh Bình,33,30,"41 min
42.1 km",42.1,41 min,part/output_part_33/ket_qua_tu_0_den_99.xlsx,original_output,ok,38435000__40230000,38435000__40230000,"20.53521,105.92208__20.29615,105.95439","20.29615,105.95439__20.53521,105.92208",directed_pair_key_by_code,29.4,42.1,,41 min,,1.5712,12.7,12.7,0.432,SUSPECT_CHANGED,HIGH,HIGH,38435000__40230000,batch_02
1582,1584,34334000,PGD Yên Mỹ,106.0474319,20.8914011,36040000,PGD Quỳnh Phụ,106.3272913,20.6604198,38.80994379607964,Hưng Yên,16,82,"59 min
46.1 km",46.1,59 min,part/output_part_16/ket_qua_tu_0_den_99.xlsx,original_output,ok,34334000__36040000,34334000__36040000,"20.89140,106.04743__20.66042,106.32729","20.66042,106.32729__20.89140,106.04743",directed_pair_key_by_code,59.9,46.1,,59 min,,1.1878,-13.8,13.8,0.2304,WATCH_CHANGED,MEDIUM,MEDIUM,34334000__36040000,batch_02
29401,29403,66000000,CN Tây Ninh,106.0972693,11.3152717,70032000,PGD Mộc Hóa,105.9343665,10.7788096,62.24485141397311,Tây Ninh,295,1,"3 hr
132 km",132.0,3 hr,part/output_part_295/ket_qua_tu_0_den_99.xlsx,original_output,ok,66000000__70032000,66000000__70032000,"11.31527,106.09727__10.77881,105.93437","10.77881,105.93437__11.31527,106.09727",directed_pair_key_by_code,110.0,132.0,,3 hr,,2.1207,22.0,22.0,0.2,WATCH_CHANGED,MEDIUM,MEDIUM,66000000__70032000,batch_02
2181,2183,20032000,PGD Lộc Bình,106.9231844,21.758408,20033000,PGD Đồng Đăng,106.6944362,21.9516864,31.9250056798402,Lạng Sơn,22,81,"55 min
46.2 km",46.2,55 min,part/output_part_22/ket_qua_tu_0_den_99.xlsx,original_output,ok,20032000__20033000,20032000__20033000,"21.75841,106.92318__21.95169,106.69444","21.75841,106.92318__21.95169,106.69444",directed_pair_key_by_code,34.8,46.2,,55 min,,1.4471,11.4,11.4,0.3276,SUSPECT_CHANGED,HIGH,HIGH,20032000__20033000,batch_02
30394,30396,68131000,PGD Đại Phước,106.8143862,10.7373096,68232000,PGD Thống Nhất,106.8320629,10.948219,23.53140729943908,Đồng Nai,304,94,"1 hr 3 min
47.6 km",47.6,1 hr 3 min,part/output_part_304/ket_qua_tu_0_den_99.xlsx,original_output,ok,68131000__68232000,68131000__68232000,"10.73731,106.81439__10.94822,106.83206","10.73731,106.81439__10.94822,106.83206",directed_pair_key_by_code,34.0,47.6,,1 hr 3 min,,2.0228,13.6,13.6,0.4,SUSPECT_CHANGED,HIGH,HIGH,68131000__68232000,batch_02
1288,1290,46034000,PGD Gia Hội,107.5892283,16.4750234,46036000,PGD Tây Lộc,107.5657222,16.4736111,2.511374571745832,Huế,13,88,"9 min
5.2 km",5.2,9 min,part/output_part_13/ket_qua_tu_0_den_99.xlsx,original_output,ok,46034000__46036000,46034000__46036000,"16.47502,107.58923__16.47361,107.56572","16.47361,107.56572__16.47502,107.58923",directed_pair_key_by_code,4.3,5.2,,9 min,,2.0706,0.9,0.9,0.2093,WATCH_CHANGED,MEDIUM,MEDIUM,46034000__46036000,batch_02
5541,5543,82034000,PGD An Thới,105.7645014,10.060738,82132000,PGD Long Mỹ,105.5729989,9.6812997,47.11952592526298,TP. Cần Thơ,56,41,"1 hr 17 min
61.9 km",61.9,1 hr 17 min,part/output_part_56/ket_qua_tu_0_den_99.xlsx,original_output,ok,82034000__82132000,82034000__82132000,"10.06074,105.76450__9.68130,105.57300","10.06074,105.76450__9.68130,105.57300",directed_pair_key_by_code,53.7,61.9,,1 hr 17 min,,1.3137,8.2,8.2,0.1527,WATCH_CHANGED,MEDIUM,MEDIUM,82034000__82132000,batch_02
3658,3660,24232000,PGD Minh Phương,105.3759601,21.3314088,24233000,PGD Bạch Hạc,105.437828,21.292337,7.742757920614288,Phú Thọ,37,58,"21 min
10.2 km",10.2,21 min,part/output_part_37/ket_qua_tu_0_den_99.xlsx,original_output,ok,24232000__24233000,24232000__24233000,"21.33141,105.37596__21.29234,105.43783","21.29234,105.43783__21.33141,105.37596",directed_pair_key_by_code,3.2,10.2,,21 min,,1.3174,7.0,7.0,2.1875,SUSPECT_CHANGED,HIGH,HIGH,24232000__24233000,batch_02
29862,29864,78037000,PGD Mỏ Cày Bắc,106.2716162,10.1928841,80032000,PGD Mỹ Thuận,105.935544,10.262535,37.58243270619712,Vĩnh Long,299,62,"1 hr 41 min
94.0 km",94.0,1 hr 41 min,part/output_part_299/ket_qua_tu_0_den_99.xlsx,original_output,ok,78037000__80032000,78037000__80032000,"10.19288,106.27162__10.26253,105.93554","10.19288,106.27162__10.26253,105.93554",directed_pair_key_by_code,46.2,94.0,,1 hr 41 min,,2.5012,47.8,47.8,1.0346,SUSPECT_CHANGED,HIGH,HIGH,78037000__80032000,batch_02
4714,4716,30000000,CN Quảng Ninh,107.0785168,20.9517721,30035000,PGD Cao Xanh,107.0828767,20.967775,1.836130843006708,Quảng Ninh,48,14,"7 min
3.7 km",3.7,7 min,part/output_part_48/ket_qua_tu_0_den_99.xlsx,original_output,ok,30000000__30035000,30000000__30035000,"20.95177,107.07852__20.96777,107.08288","20.95177,107.07852__20.96777,107.08288",directed_pair_key_by_code,2.8,3.7,,7 min,,2.0151,0.9,0.9,0.3214,SUSPECT_CHANGED,HIGH,HIGH,30000000__30035000,batch_02
1907,1909,50632000,PGD Đăk R' lấp,107.5122731,11.9959544,62230000,PGD Bảo Lâm,107.8387854,11.6279041,54.20160921335241,Lâm Đồng,20,7,"2 hr 36 min
104 km",104.0,2 hr 36 min,part/output_part_20/ket_qua_tu_0_den_99.xlsx,original_output,ok,50632000__62230000,50632000__62230000,"11.99595,107.51227__11.62790,107.83879","11.62790,107.83879__11.99595,107.51227",directed_pair_key_by_code,86.1,104.0,,2 hr 36 min,,1.9188,17.9,17.9,0.2079,WATCH_CHANGED,MEDIUM,MEDIUM,50632000__62230000,batch_02
28834,28836,42041000,PGD Nguyễn Trãi,105.777154,19.8036869,42437000,PGD Thạch Thành,105.6685454,20.1293404,37.94841761807105,Thanh Hoá,289,34,"1 hr 7 min
56.7 km",56.7,1 hr 7 min,part/output_part_289/ket_qua_tu_0_den_99.xlsx,original_output,ok,42041000__42437000,42041000__42437000,"19.80369,105.77715__20.12934,105.66855","19.80369,105.77715__20.12934,105.66855",directed_pair_key_by_code,47.7,56.7,,1 hr 7 min,,1.4941,9.0,9.0,0.1887,WATCH_CHANGED,MEDIUM,MEDIUM,42041000__42437000,batch_02
4700,4702,52033000,PGD Đức Phổ,108.9578013,14.8071853,52035000,PGD Trần Phú,108.7881808,15.1210987,39.37536143300454,Quảng Ngãi,48,0,"55 min
41.3 km",41.3,55 min,part/output_part_48/ket_qua_tu_0_den_99.xlsx,original_output,ok,52033000__52035000,52033000__52035000,"14.80719,108.95780__15.12110,108.78818","14.80719,108.95780__15.12110,108.78818",directed_pair_key_by_code,1.3,41.3,,55 min,,1.0489,40.0,40.0,30.7692,SUSPECT_CHANGED,HIGH,HIGH,52033000__52035000,batch_02
30742,30744,76230000,PGD Cái Bè,106.0335812,10.3402291,76233000,PGD Ấp Bắc,106.3515844,10.3701333,34.94302663211455,Đồng Tháp,308,42,"53 分
50.2 km",50.2,53 分,part/output_part_308/ket_qua_tu_0_den_49.xlsx,original_output,ok,76230000__76233000,76230000__76233000,"10.34023,106.03358__10.37013,106.35158","10.34023,106.03358__10.37013,106.35158",directed_pair_key_by_code,43.1,50.2,,53 分,,1.4366,7.1,7.1,0.1647,WATCH_CHANGED,MEDIUM,MEDIUM,76230000__76233000,batch_02
30116,30118,56031000,PGD Sông Cầu,109.2205933,13.4546593,56033000,PGD Bình Kiến,109.2869924,13.107598,39.25480732120459,Đắk Lắk,302,16,"55 min
58.4 km",58.4,55 min,part/output_part_302/ket_qua_tu_0_den_99.xlsx,original_output,ok,56031000__56033000,56031000__56033000,"13.45466,109.22059__13.10760,109.28699","13.10760,109.28699__13.45466,109.22059",directed_pair_key_by_code,48.9,58.4,,55 min,,1.4877,9.5,9.5,0.1943,WATCH_CHANGED,MEDIUM,MEDIUM,56031000__56033000,batch_02
18057,18059,16800000,CN Ngô Quyền,106.6925006,20.8607247,16832000,PGD Đà Nẵng,106.70363,20.861018,1.156871313022641,TP. Hải Phòng,181,57,"1 hr 10 min
74.7 km",74.7,1 hr 10 min,part/output_part_181/ket_qua_tu_0_den_99.xlsx,original_output,ok,16800000__16832000,16800000__16832000,"20.86072,106.69250__20.86102,106.70363","20.86072,106.69250__20.86102,106.70363",directed_pair_key_by_code,1.3,74.7,,1 hr 10 min,,64.5707,73.4,73.4,56.4615,SUSPECT_CHANGED,HIGH,HIGH,16800000__16832000,batch_02
648,650,28234000,PGD Kinh Bắc,106.0736235,21.1892532,28931000,PGD Nhân Trung,106.098373,21.27475,9.846829203868474,Bắc Ninh,7,48,"16 min
10.9 km",10.9,16 min,part/output_part_07/ket_qua_tu_0_den_99.xlsx,original_output,ok,28234000__28931000,28234000__28931000,"21.18925,106.07362__21.27475,106.09837","21.18925,106.07362__21.27475,106.09837",directed_pair_key_by_code,2.9,10.9,,16 min,,1.107,8.0,8.0,2.7586,SUSPECT_CHANGED,HIGH,HIGH,28234000__28931000,batch_02
28983,28985,17230000,PGD Chợ Mới,105.780785,21.881716,22030000,PGD Lương Ngọc Quyến,105.8269371,21.5903786,32.74414178130905,Thái Nguyên,290,83,"52 min
41.7 km",41.7,52 min,part/output_part_290/ket_qua_tu_0_den_99.xlsx,original_output,ok,17230000__22030000,17230000__22030000,"21.88172,105.78078__21.59038,105.82694","21.59038,105.82694__21.88172,105.78078",directed_pair_key_by_code,133.0,41.7,,52 min,,1.2735,-91.3,91.3,0.6865,SUSPECT_CHANGED,HIGH,HIGH,17230000__22030000,batch_02
28522,28524,48234000,PGD Tam Kỳ,108.4950863,15.5650281,48431000,PGD Vĩnh Điện,108.2448269,15.8918621,45.14681521663767,TP. Đà Nẵng,286,22,"57 min
47.7 km",47.7,57 min,part/output_part_286/ket_qua_tu_0_den_99.xlsx,original_output,ok,48234000__48431000,48234000__48431000,"15.56503,108.49509__15.89186,108.24483","15.56503,108.49509__15.89186,108.24483",directed_pair_key_by_code,68.5,47.7,,57 min,,1.0566,-20.8,20.8,0.3036,SUSPECT_CHANGED,HIGH,HIGH,48234000__48431000,batch_02
2482,2484,44130000,PGD Hồng Sơn,105.6751402,18.6638589,44233000,PGD Hà Huy Tập,105.6886471,18.6927851,3.517088558024634,Nghệ An,25,82,"11 min
5.8 km",5.8,11 min,part/output_part_25/ket_qua_tu_0_den_99.xlsx,original_output,ok,44130000__44233000,44130000__44233000,"18.66386,105.67514__18.69279,105.68865","18.66386,105.67514__18.69279,105.68865",directed_pair_key_by_code,4.6,5.8,,11 min,,1.6491,1.2,1.2,0.2609,WATCH_CHANGED,MEDIUM,MEDIUM,44130000__44233000,batch_02
2,4,74000000,CN An Giang,105.4434611,10.3785683,74032000,PGD Chợ Mới,105.4022986,10.5493152,19.51242903084497,An Giang,1,2,"53 min
26.9 km",26.9,53 min,part/output_part_01/ket_qua_tu_0_den_99.xlsx,original_output,ok,74000000__74032000,74000000__74032000,"10.37857,105.44346__10.54932,105.40230","10.37857,105.44346__10.54932,105.40230",directed_pair_key_by_code,33.5,26.9,,53 min,,1.3786,-6.6,6.6,0.197,WATCH_CHANGED,MEDIUM,MEDIUM,74000000__74032000,batch_02
965,967,50030000,PGD Đăk Đoa,108.1105032,13.9931725,50042000,PGD Chư Păh,107.972758,14.1007357,19.07434952238888,Gia Lai,10,65,"29 min
24.5 km",24.5,29 min,part/output_part_10/ket_qua_tu_0_den_99.xlsx,original_output,ok,50030000__50042000,50030000__50042000,"13.99317,108.11050__14.10074,107.97276","13.99317,108.11050__14.10074,107.97276",directed_pair_key_by_code,29.3,24.5,,29 min,,1.2844,-4.8,4.8,0.1638,WATCH_CHANGED,MEDIUM,MEDIUM,50030000__50042000,batch_02
20885,20887,90000000,CN Thành phố Hồ Chí Minh,106.7033737,10.7705105,91033000,PGD Nguyễn Văn Cừ,106.6925748,10.7609209,1.590158528023004,TP. Hồ Chí Minh,209,85,"1 hr 46 min
100 km",100.0,1 hr 46 min,part/output_part_209/ket_qua_tu_0_den_99.xlsx,original_output,ok,90000000__91033000,90000000__91033000,"10.77051,106.70337__10.76092,106.69257","10.76092,106.69257__10.77051,106.70337",directed_pair_key_by_code,1.9,100.0,,1 hr 46 min,,62.8868,98.1,98.1,51.6316,SUSPECT_CHANGED,HIGH,HIGH,90000000__91033000,batch_02
15471,15473,14435000,PGD Sông Hồng,105.8037277,21.0672204,18833000,PGD Xuân La,105.8089683,21.0620134,0.7943163984704581,TP. Hà Nội,155,71,"58 min
34.1 km",34.1,58 min,part/output_part_155/ket_qua_tu_0_den_99.xlsx,original_output,ok,14435000__18833000,14435000__18833000,"21.06722,105.80373__21.06201,105.80897","21.06201,105.80897__21.06722,105.80373",directed_pair_key_by_code,1.2,34.1,,58 min,,42.93,32.9,32.9,27.4167,SUSPECT_CHANGED,HIGH,HIGH,14435000__18833000,batch_02
2895,2897,38037000,PGD Nam Trực,106.1764641,20.3300853,40033000,PGD Kim Sơn,106.0791969,20.0884219,28.72474055213653,Ninh Bình,29,95,"55 min
39.9 km",39.9,55 min,part/output_part_29/ket_qua_tu_0_den_99.xlsx,original_output,ok,38037000__40033000,38037000__40033000,"20.33009,106.17646__20.08842,106.07920","20.08842,106.07920__20.33009,106.17646",directed_pair_key_by_code,62.3,39.9,,55 min,,1.389,-22.4,22.4,0.3596,SUSPECT_CHANGED,HIGH,HIGH,38037000__40033000,batch_02
1562,1564,34333000,PGD Văn Lâm,106.0010252,20.9564815,36034000,PGD Tiền Hải,106.506623,20.4040798,80.86664268761466,Hưng Yên,16,62,"1 hr 56 min
96.1 km",96.1,1 hr 56 min,part/output_part_16/ket_qua_tu_0_den_99.xlsx,original_output,ok,34333000__36034000,34333000__36034000,"20.95648,106.00103__20.40408,106.50662","20.40408,106.50662__20.95648,106.00103",directed_pair_key_by_code,114.0,96.1,,1 hr 56 min,,1.1884,-17.9,17.9,0.157,WATCH_CHANGED,MEDIUM,MEDIUM,34333000__36034000,batch_02
29452,29454,66032000,PGD Tân Châu,106.160835,11.549448,70032000,PGD Mộc Hóa,105.9343665,10.7788096,89.18150232900248,Tây Ninh,295,52,"3 hr 37 min
170 km",170.0,3 hr 37 min,part/output_part_295/ket_qua_tu_0_den_99.xlsx,original_output,ok,66032000__70032000,66032000__70032000,"11.54945,106.16084__10.77881,105.93437","10.77881,105.93437__11.54945,106.16084",directed_pair_key_by_code,146.0,170.0,,3 hr 37 min,,1.9062,24.0,24.0,0.1644,WATCH_CHANGED,MEDIUM,MEDIUM,66032000__70032000,batch_02
3722,3724,24233000,PGD Bạch Hạc,105.437828,21.292337,24833000,PGD Văn Lang,105.3796015,21.327654,7.197557858585409,Phú Thọ,38,22,"20 min
10.3 km",10.3,20 min,part/output_part_38/ket_qua_tu_0_den_99.xlsx,original_output,ok,24233000__24833000,24233000__24833000,"21.29234,105.43783__21.32765,105.37960","21.29234,105.43783__21.32765,105.37960",directed_pair_key_by_code,4.2,10.3,,20 min,,1.431,6.1,6.1,1.4524,SUSPECT_CHANGED,HIGH,HIGH,24233000__24833000,batch_02
29861,29863,78037000,PGD Mỏ Cày Bắc,106.2716162,10.1928841,80031000,PGD Phước Thọ,105.958671,10.238256,34.61595474427764,Vĩnh Long,299,61,"1 hr 47 min
77.8 km",77.8,1 hr 47 min,part/output_part_299/ket_qua_tu_0_den_99.xlsx,original_output,ok,78037000__80031000,78037000__80031000,"10.19288,106.27162__10.23826,105.95867","10.19288,106.27162__10.23826,105.95867",directed_pair_key_by_code,44.8,77.8,,1 hr 47 min,,2.2475,33.0,33.0,0.7366,SUSPECT_CHANGED,HIGH,HIGH,78037000__80031000,batch_02
5062,5064,30231000,PGD Cẩm Đông,107.2920049,21.0104699,31630000,PGD Cẩm Thành,107.278854,21.0043128,1.527182801929498,Quảng Ninh,51,62,"4 min
2.2 km",2.2,4 min,part/output_part_51/ket_qua_tu_0_den_99.xlsx,original_output,ok,30231000__31630000,30231000__31630000,"21.01047,107.29200__21.00431,107.27885","21.00431,107.27885__21.01047,107.29200",directed_pair_key_by_code,1.8,2.2,,4 min,,1.4406,0.4,0.4,0.2222,WATCH_CHANGED,MEDIUM,MEDIUM,30231000__31630000,batch_02
1910,1912,50632000,PGD Đăk R' lấp,107.5122731,11.9959544,62233000,PGD Lộc Phát,107.8384075,11.5635838,59.76406781615298,Lâm Đồng,20,10,"2 hr 49 min
112 km",112.0,2 hr 49 min,part/output_part_20/ket_qua_tu_0_den_99.xlsx,original_output,ok,50632000__62233000,50632000__62233000,"11.99595,107.51227__11.56358,107.83841","11.56358,107.83841__11.99595,107.51227",directed_pair_key_by_code,94.5,112.0,,2 hr 49 min,,1.874,17.5,17.5,0.1852,WATCH_CHANGED,MEDIUM,MEDIUM,50632000__62233000,batch_02
28786,28788,42038000,PGD Nông Cống,105.6570034,19.6339794,42041000,PGD Nguyễn Trãi,105.777154,19.8036869,22.6776219182374,Thanh Hoá,288,86,"33 min
26.0 km",26.0,33 min,part/output_part_288/ket_qua_tu_0_den_99.xlsx,original_output,ok,42038000__42041000,42038000__42041000,"19.63398,105.65700__19.80369,105.77715","19.63398,105.65700__19.80369,105.77715",directed_pair_key_by_code,31.4,26.0,,33 min,,1.1465,-5.4,5.4,0.172,WATCH_CHANGED,MEDIUM,MEDIUM,42038000__42041000,batch_02
4701,4703,52033000,PGD Đức Phổ,108.9578013,14.8071853,52036000,PGD Nghĩa Hành,108.7771677,15.046748,32.95837628100231,Quảng Ngãi,48,1,"51 min
39.4 km",39.4,51 min,part/output_part_48/ket_qua_tu_0_den_99.xlsx,original_output,ok,52033000__52036000,52033000__52036000,"14.80719,108.95780__15.04675,108.77717","14.80719,108.95780__15.04675,108.77717",directed_pair_key_by_code,8.9,39.4,,51 min,,1.1954,30.5,30.5,3.427,SUSPECT_CHANGED,HIGH,HIGH,52033000__52036000,batch_02
17631,17633,16400000,CN Lê Chân,106.6724123,20.8541282,16432000,PGD Trần Hưng Đạo,106.6870194,20.8601165,1.657440490364389,TP. Hải Phòng,177,31,"1 hr 17 min
85.2 km",85.2,1 hr 17 min,part/output_part_177/ket_qua_tu_0_den_99.xlsx,original_output,ok,16400000__16432000,16400000__16432000,"20.85413,106.67241__20.86012,106.68702","20.85413,106.67241__20.86012,106.68702",directed_pair_key_by_code,2.3,85.2,,1 hr 17 min,,51.4046,82.9,82.9,36.0435,SUSPECT_CHANGED,HIGH,HIGH,16400000__16432000,batch_02
852,854,28900000,CN KCN Quế Võ,106.106926,21.161154,28931000,PGD Nhân Trung,106.098373,21.27475,12.66239220501852,Bắc Ninh,9,52,"22 min
15.4 km",15.4,22 min,part/output_part_09/ket_qua_tu_0_den_99.xlsx,original_output,ok,28900000__28931000,28900000__28931000,"21.16115,106.10693__21.27475,106.09837","21.16115,106.10693__21.27475,106.09837",directed_pair_key_by_code,6.2,15.4,,22 min,,1.2162,9.2,9.2,1.4839,SUSPECT_CHANGED,HIGH,HIGH,28900000__28931000,batch_02
28984,28986,17230000,PGD Chợ Mới,105.780785,21.881716,22031000,PGD Đán,105.8102556,21.5683041,34.98256864410578,Thái Nguyên,290,84,"50 min
43.2 km",43.2,50 min,part/output_part_290/ket_qua_tu_0_den_99.xlsx,original_output,ok,17230000__22031000,17230000__22031000,"21.88172,105.78078__21.56830,105.81026","21.56830,105.81026__21.88172,105.78078",directed_pair_key_by_code,134.0,43.2,,50 min,,1.2349,-90.8,90.8,0.6776,SUSPECT_CHANGED,HIGH,HIGH,17230000__22031000,batch_02
28240,28242,48000000,CN Đà Nẵng,108.2112235,16.06009,48631000,PGD Ông Ích Khiêm,108.2149535,16.0643949,0.6228909308837951,TP. Đà Nẵng,283,40,"3 min
1.5 km",1.5,3 min,part/output_part_283/ket_qua_tu_0_den_99.xlsx,original_output,ok,48000000__48631000,48000000__48631000,"16.06009,108.21122__16.06439,108.21495","16.06009,108.21122__16.06439,108.21495",directed_pair_key_by_code,1.2,1.5,,3 min,,2.4081,0.3,0.3,0.25,WATCH_CHANGED,MEDIUM,MEDIUM,48000000__48631000,batch_02
2445,2447,44042000,PGD Diễn Thịnh,105.6015475,18.9598055,44430000,PGD Hoàng Mai,105.7145514,19.2654598,36.00134775157522,Nghệ An,25,45,"50 min
39.3 km",39.3,50 min,part/output_part_25/ket_qua_tu_0_den_99.xlsx,original_output,ok,44042000__44430000,44042000__44430000,"18.95981,105.60155__19.26546,105.71455","18.95981,105.60155__19.26546,105.71455",directed_pair_key_by_code,50.9,39.3,,50 min,,1.0916,-11.6,11.6,0.2279,WATCH_CHANGED,MEDIUM,MEDIUM,44042000__44430000,batch_02
73,75,74032000,PGD Chợ Mới,105.4022986,10.5493152,74037000,PGD Phú Hòa,105.3746042,10.3582537,21.45985131198679,An Giang,1,73,"1 hr 6 min
35.4 km",35.4,1 hr 6 min,part/output_part_01/ket_qua_tu_0_den_99.xlsx,original_output,ok,74032000__74037000,74032000__74037000,"10.54932,105.40230__10.35825,105.37460","10.35825,105.37460__10.54932,105.40230",directed_pair_key_by_code,41.9,35.4,,1 hr 6 min,,1.6496,-6.5,6.5,0.1551,WATCH_CHANGED,MEDIUM,MEDIUM,74032000__74037000,batch_02
